user_id,persona,age,fitness_routine,signup_date,total_sessions_30d,total_active_days_30d,avg_session_duration_min,total_duration_min,max_streak_30d,workouts_logged,social_actions,milestones_hit,milestone_details,churned_30d,retained_long_term
445,consistent_user,54,hiit,2024-05-31,11,10,23.72,260.92,4,8,7,2,"[{""day"": 15, ""milestone"": ""3_day_streak""}, {""day"": 16, ""milestone"": ""10th_session""}]",0,1
446,casual_user,61,mixed,2024-06-14,6,6,9.49,56.96,3,3,1,1,"[{""day"": 5, ""milestone"": ""3_day_streak""}]",0,0
447,power_user,27,strength,2024-02-11,18,16,36.04,648.73,4,16,17,3,"[{""day"": 3, ""milestone"": ""3_day_streak""}, {""day"": 12, ""milestone"": ""10th_session""}, {""day"": 13, ""milestone"": ""3_day_streak""}]",0,1
448,consistent_user,60,cardio,2024-06-08,11,11,21.24,233.61,3,4,7,2,"[{""day"": 4, ""milestone"": ""3_day_streak""}, {""day"": 28, ""milestone"": ""10th_session""}]",0,1
449,consistent_user,25,strength,2024-03-23,13,11,22.37,290.75,3,5,10,2,"[{""day"": 7, ""milestone"": ""3_day_streak""}, {""day"": 26, ""milestone"": ""10th_session""}]",0,1
450,casual_user,37,cardio,2024-02-22,5,4,8.58,42.91,1,4,3,0,[],1,0
451,at_risk_user,40,hiit,2024-04-15,2,2,5.21,10.43,1,0,0,0,[],1,0
452,consistent_user,63,rehabilitation,2024-01-05,20,18,22.42,448.44,6,12,15,4,"[{""day"": 3, ""milestone"": ""3_day_streak""}, {""day"": 14, ""milestone"": ""10th_session""}, {""day"": 16, ""milestone"": ""3_day_streak""}, {""day"": 20, ""milestone"": ""3_day_streak""}]",0,1
453,casual_user,28,hiit,2024-04-23,3,3,10.51,31.52,2,1,1,0,[],0,0
454,consistent_user,39,hiit,2024-05-30,14,12,22.05,308.72,6,8,10,2,"[{""day"": 15, ""milestone"": ""3_day_streak""}, {""day"": 17, ""milestone"": ""10th_session""}]",0,1
455,consistent_user,65,mixed,2024-06-02,9,8,21.11,189.96,2,6,8,0,[],1,0
456,consistent_user,47,strength,2024-01-09,22,17,21.52,473.46,3,15,18,3,"[{""day"": 3, ""milestone"": ""3_day_streak""}, {""day"": 12, ""milestone"": ""10th_session""}, {""day"": 13, ""milestone"": ""3_day_streak""}]",0,1
457,consistent_user,18,cardio,2024-04-12,9,8,21.74,195.64,5,4,4,1,"[{""day"": 6, ""milestone"": ""3_day_streak""}]",1,0
458,at_risk_user,36,mixed,2024-01-04,0,0,0.0,0.0,0,0,0,0,[],1,0
459,casual_user,36,mixed,2024-04-03,5,4,9.39,46.96,1,2,2,0,[],0,0
460,at_risk_user,27,hiit,2024-02-09,0,0,0.0,0.0,0,0,0,0,[],1,0
461,casual_user,55,hiit,2024-01-24,12,10,10.03,120.38,4,5,8,3,"[{""day"": 11, ""milestone"": ""3_day_streak""}, {""day"": 25, ""milestone"": ""10th_session""}, {""day"": 26, ""milestone"": ""3_day_streak""}]",0,0
462,casual_user,44,hiit,2024-04-25,4,4,8.49,33.98,1,0,2,0,[],1,0
463,casual_user,18,cardio,2024-02-20,10,9,9.97,99.69,3,3,6,2,"[{""day"": 25, ""milestone"": ""3_day_streak""}, {""day"": 27, ""milestone"": ""10th_session""}]",0,0
464,casual_user,38,rehabilitation,2024-04-08,8,7,10.14,81.09,2,4,6,0,[],0,0
465,consistent_user,34,hiit,2024-05-10,15,10,22.38,335.63,4,11,14,1,"[{""day"": 29, ""milestone"": ""3_day_streak""}]",0,1
466,casual_user,48,rehabilitation,2024-01-02,8,8,8.36,66.85,2,2,6,0,[],0,0
467,consistent_user,27,yoga,2024-01-06,14,11,22.06,308.87,3,8,8,2,"[{""day"": 24, ""milestone"": ""10th_session""}, {""day"": 25, ""milestone"": ""3_day_streak""}]",0,1
468,power_user,56,cardio,2024-03-21,16,13,36.23,579.63,5,13,13,2,"[{""day"": 20, ""milestone"": ""10th_session""}, {""day"": 21, ""milestone"": ""3_day_streak""}]",0,1
469,casual_user,54,strength,2024-01-18,6,5,8.96,53.79,2,2,3,0,[],0,0
470,power_user,39,hiit,2024-01-26,13,10,34.68,450.86,2,11,13,1,"[{""day"": 17, ""milestone"": ""10th_session""}]",0,1
471,power_user,29,mixed,2024-05-09,16,12,33.88,542.04,4,15,16,2,"[{""day"": 8, ""milestone"": ""3_day_streak""}, {""day"": 18, ""milestone"": ""3_day_streak""}]",0,1
472,consistent_user,61,cardio,2024-04-15,15,13,22.54,338.05,3,8,11,3,"[{""day"": 3, ""milestone"": ""3_day_streak""}, {""day"": 23, ""milestone"": ""10th_session""}, {""day"": 29, ""milestone"": ""3_day_streak""}]",0,1
473,casual_user,53,cardio,2024-04-05,9,8,10.14,91.25,3,3,4,1,"[{""day"": 14, ""milestone"": ""3_day_streak""}]",0,0
474,casual_user,62,yoga,2024-05-09,2,2,10.38,20.77,1,0,1,0,[],1,0
475,casual_user,27,rehabilitation,2024-01-04,9,9,10.76,96.82,3,5,8,1,"[{""day"": 3, ""milestone"": ""3_day_streak""}]",0,0
476,casual_user,56,rehabilitation,2024-01-05,12,11,11.03,132.41,3,1,6,2,"[{""day"": 9, ""milestone"": ""3_day_streak""}, {""day"": 22, ""milestone"": ""10th_session""}]",0,0
477,casual_user,29,rehabilitation,2024-06-23,2,2,10.25,20.5,1,1,1,0,[],1,0
478,casual_user,57,strength,2024-01-09,4,4,10.9,43.59,1,2,2,0,[],1,0
479,at_risk_user,38,cardio,2024-06-23,4,4,6.49,25.96,2,1,1,0,[],0,0
480,power_user,20,cardio,2024-06-22,24,18,34.74,833.85,4,14,23,4,"[{""day"": 5, ""milestone"": ""3_day_streak""}, {""day"": 10, ""milestone"": ""3_day_streak""}, {""day"": 10, ""milestone"": ""10th_session""}, {""day"": 15, ""milestone"": ""3_day_streak""}]",0,1
481,casual_user,57,yoga,2024-01-06,8,7,9.28,74.26,2,3,2,0,[],0,0
482,consistent_user,28,yoga,2024-01-04,12,11,22.58,271.01,4,5,6,3,"[{""day"": 13, ""milestone"": ""3_day_streak""}, {""day"": 27, ""milestone"": ""10th_session""}, {""day"": 29, ""milestone"": ""3_day_streak""}]",0,1
483,power_user,39,yoga,2024-02-22,16,13,35.73,571.76,2,9,16,1,"[{""day"": 17, ""milestone"": ""10th_session""}]",0,1
484,consistent_user,53,yoga,2024-05-31,15,14,22.98,344.67,4,7,12,3,"[{""day"": 10, ""milestone"": ""3_day_streak""}, {""day"": 14, ""milestone"": ""10th_session""}, {""day"": 15, ""milestone"": ""3_day_streak""}]",0,1
485,casual_user,60,yoga,2024-03-10,8,8,9.73,77.85,3,2,5,1,"[{""day"": 6, ""milestone"": ""3_day_streak""}]",0,0
486,consistent_user,32,rehabilitation,2024-03-08,8,7,22.43,179.45,2,3,6,0,[],0,1
487,at_risk_user,21,hiit,2024-05-25,1,1,7.65,7.65,1,0,0,0,[],1,0
488,at_risk_user,36,strength,2024-01-01,7,7,4.12,28.86,2,0,1,0,[],1,0
489,casual_user,45,yoga,2024-04-27,14,10,9.73,136.29,2,2,8,1,"[{""day"": 22, ""milestone"": ""10th_session""}]",0,0
490,casual_user,50,mixed,2024-03-28,4,4,7.64,30.57,1,2,3,0,[],1,0
491,casual_user,37,yoga,2024-06-18,5,5,10.01,50.05,2,0,1,0,[],1,0
492,at_risk_user,48,strength,2024-04-26,1,1,3.89,3.89,1,1,0,0,[],1,0
493,casual_user,41,rehabilitation,2024-06-24,3,2,10.63,31.88,1,3,2,0,[],1,0
494,consistent_user,27,mixed,2024-06-27,8,7,25.48,203.88,2,0,7,0,[],0,1
495,consistent_user,61,mixed,2024-05-31,16,16,22.27,356.34,8,10,13,3,"[{""day"": 4, ""milestone"": ""3_day_streak""}, {""day"": 8, ""milestone"": ""7_day_streak""}, {""day"": 13, ""milestone"": ""10th_session""}]",0,1
496,at_risk_user,39,yoga,2024-05-01,1,1,5.71,5.71,1,0,0,0,[],1,0
497,casual_user,23,hiit,2024-01-22,8,8,11.06,88.45,2,4,4,0,[],0,0
498,consistent_user,41,cardio,2024-02-25,9,6,24.52,220.69,2,1,8,0,[],1,0
499,consistent_user,26,yoga,2024-05-24,5,3,20.7,103.48,1,3,4,0,[],1,0
500,casual_user,31,rehabilitation,2024-05-19,11,10,9.23,101.58,3,2,7,2,"[{""day"": 19, ""milestone"": ""3_day_streak""}, {""day"": 27, ""milestone"": ""10th_session""}]",0,0
501,casual_user,35,hiit,2024-01-15,4,4,9.22,36.89,2,2,2,0,[],1,0
502,at_risk_user,53,strength,2024-06-10,2,2,5.38,10.77,1,1,1,0,[],1,0
503,casual_user,34,cardio,2024-03-20,6,6,10.85,65.11,2,2,2,0,[],0,0
504,at_risk_user,30,yoga,2024-05-19,2,2,3.94,7.87,1,0,1,0,[],1,0
505,consistent_user,19,cardio,2024-04-23,5,5,23.72,118.61,2,3,5,0,[],1,0
506,casual_user,22,cardio,2024-01-24,3,2,7.21,21.64,1,2,3,0,[],1,0
507,power_user,35,yoga,2024-02-01,19,16,34.2,649.82,6,15,19,4,"[{""day"": 9, ""milestone"": ""3_day_streak""}, {""day"": 21, ""milestone"": ""3_day_streak""}, {""day"": 21, ""milestone"": ""10th_session""}, {""day"": 26, ""milestone"": ""3_day_streak""}]",0,1
508,casual_user,50,hiit,2024-05-30,6,6,12.1,72.59,2,2,5,0,[],1,0
509,casual_user,22,mixed,2024-02-07,8,8,10.25,81.99,2,2,2,0,[],0,0
510,casual_user,57,mixed,2024-03-08,1,1,6.64,6.64,1,0,1,0,[],1,0
511,at_risk_user,49,rehabilitation,2024-02-24,3,3,5.53,16.59,1,0,0,0,[],1,0
512,power_user,26,yoga,2024-05-14,10,8,33.22,332.22,2,6,9,1,"[{""day"": 25, ""milestone"": ""10th_session""}]",0,1
513,at_risk_user,42,rehabilitation,2024-06-04,1,1,2.36,2.36,1,1,0,0,[],1,0
514,casual_user,53,mixed,2024-02-26,3,3,10.83,32.5,1,0,2,0,[],1,0
515,at_risk_user,51,yoga,2024-03-20,2,2,5.2,10.39,1,0,0,0,[],1,0
516,casual_user,65,rehabilitation,2024-06-08,11,11,10.07,110.74,3,8,5,2,"[{""day"": 6, ""milestone"": ""3_day_streak""}, {""day"": 28, ""milestone"": ""10th_session""}]",0,0
517,consistent_user,65,hiit,2024-06-18,15,11,22.82,342.32,4,2,12,3,"[{""day"": 18, ""milestone"": ""3_day_streak""}, {""day"": 22, ""milestone"": ""10th_session""}, {""day"": 24, ""milestone"": ""3_day_streak""}]",0,1
518,casual_user,50,rehabilitation,2024-05-26,8,8,8.2,65.56,2,3,2,0,[],0,0
519,at_risk_user,18,hiit,2024-02-27,0,0,0.0,0.0,0,0,0,0,[],0,0
520,at_risk_user,28,hiit,2024-02-25,1,1,6.26,6.26,1,0,0,0,[],1,0
521,power_user,29,rehabilitation,2024-06-05,21,16,35.67,749.01,3,15,21,2,"[{""day"": 9, ""milestone"": ""3_day_streak""}, {""day"": 14, ""milestone"": ""10th_session""}]",0,1
522,consistent_user,33,strength,2024-04-25,9,8,22.67,204.02,2,5,7,0,[],0,1
523,at_risk_user,58,strength,2024-02-29,1,1,7.75,7.75,1,0,1,0,[],1,0
524,consistent_user,62,rehabilitation,2024-03-14,10,10,22.71,227.07,2,6,8,1,"[{""day"": 30, ""milestone"": ""10th_session""}]",0,1
525,consistent_user,44,hiit,2024-04-13,12,12,21.94,263.31,4,5,11,3,"[{""day"": 17, ""milestone"": ""3_day_streak""}, {""day"": 27, ""milestone"": ""10th_session""}, {""day"": 28, ""milestone"": ""3_day_streak""}]",0,1
526,at_risk_user,30,cardio,2024-01-02,1,1,2.53,2.53,1,0,1,0,[],0,0
527,consistent_user,64,mixed,2024-06-05,9,9,21.76,195.82,2,3,5,0,[],0,1
528,at_risk_user,31,yoga,2024-03-15,2,2,4.91,9.82,1,1,1,0,[],1,0
529,casual_user,52,rehabilitation,2024-03-15,10,7,10.1,100.95,4,3,4,3,"[{""day"": 6, ""milestone"": ""3_day_streak""}, {""day"": 10, ""milestone"": ""3_day_streak""}, {""day"": 11, ""milestone"": ""10th_session""}]",1,0
530,consistent_user,34,mixed,2024-04-21,14,11,20.46,286.37,3,5,10,2,"[{""day"": 20, ""milestone"": ""10th_session""}, {""day"": 21, ""milestone"": ""3_day_streak""}]",0,1
531,at_risk_user,55,rehabilitation,2024-03-03,2,2,6.28,12.55,1,0,0,0,[],1,0
532,power_user,53,strength,2024-01-27,19,17,35.77,679.67,3,12,19,4,"[{""day"": 6, ""milestone"": ""3_day_streak""}, {""day"": 18, ""milestone"": ""10th_session""}, {""day"": 22, ""milestone"": ""3_day_streak""}, {""day"": 26, ""milestone"": ""3_day_streak""}]",0,1
533,consistent_user,64,rehabilitation,2024-05-15,12,10,22.6,271.19,2,7,11,1,"[{""day"": 20, ""milestone"": ""10th_session""}]",0,1
534,casual_user,47,mixed,2024-04-03,8,8,9.73,77.86,2,3,5,0,[],0,0
535,consistent_user,27,hiit,2024-01-01,13,11,22.42,291.51,3,9,10,2,"[{""day"": 11, ""milestone"": ""3_day_streak""}, {""day"": 17, ""milestone"": ""10th_session""}]",0,1
536,casual_user,59,strength,2024-02-10,7,7,8.36,58.51,2,2,5,0,[],0,0
537,casual_user,41,strength,2024-02-10,12,10,9.6,115.14,2,2,8,0,[],0,0
538,at_risk_user,45,yoga,2024-06-28,3,3,4.47,13.42,2,1,0,0,[],1,0
539,at_risk_user,22,cardio,2024-02-05,5,5,4.38,21.9,2,0,0,0,[],0,0
540,at_risk_user,50,rehabilitation,2024-05-05,1,1,4.11,4.11,1,0,0,0,[],1,0
541,consistent_user,30,cardio,2024-04-05,19,15,23.0,436.95,4,6,16,1,"[{""day"": 26, ""milestone"": ""3_day_streak""}]",0,1
542,casual_user,34,yoga,2024-02-16,6,5,8.82,52.9,2,1,4,0,[],1,0
543,casual_user,22,mixed,2024-05-14,8,8,10.99,87.93,2,1,4,0,[],0,0
544,consistent_user,26,strength,2024-06-10,2,2,22.12,44.24,1,1,2,0,[],1,0
545,casual_user,55,hiit,2024-01-30,5,5,10.39,51.94,2,2,1,0,[],1,0
546,consistent_user,32,yoga,2024-02-13,8,7,20.95,167.62,2,5,8,0,[],0,1
547,at_risk_user,43,hiit,2024-06-03,0,0,0.0,0.0,0,0,0,0,[],1,0
548,casual_user,24,cardio,2024-02-25,8,7,9.4,75.17,1,0,6,0,[],0,0
549,consistent_user,26,rehabilitation,2024-06-26,14,12,23.94,335.14,3,6,12,2,"[{""day"": 12, ""milestone"": ""3_day_streak""}, {""day"": 24, ""milestone"": ""3_day_streak""}]",0,1
550,at_risk_user,54,cardio,2024-02-20,5,4,3.46,17.31,1,3,1,0,[],1,0
551,consistent_user,39,hiit,2024-05-24,11,9,21.73,239.01,3,5,8,2,"[{""day"": 7, ""milestone"": ""3_day_streak""}, {""day"": 22, ""milestone"": ""10th_session""}]",0,1
552,casual_user,19,mixed,2024-05-29,5,4,10.75,53.77,1,1,0,0,[],1,0
553,casual_user,27,hiit,2024-02-16,6,5,9.4,56.4,1,0,1,0,[],1,0
554,casual_user,52,strength,2024-01-17,3,3,10.8,32.39,2,0,1,0,[],1,0
555,casual_user,40,mixed,2024-05-01,3,3,9.42,28.25,1,2,1,0,[],1,0
556,casual_user,45,rehabilitation,2024-05-13,5,5,9.17,45.85,2,3,2,0,[],0,0
557,casual_user,20,rehabilitation,2024-05-26,3,2,9.73,29.19,1,0,3,0,[],1,0
558,at_risk_user,63,mixed,2024-05-31,0,0,0.0,0.0,0,0,0,0,[],1,0
559,casual_user,28,mixed,2024-02-14,3,3,10.63,31.89,2,1,1,0,[],1,0
560,power_user,56,mixed,2024-05-22,19,16,33.74,641.0,5,17,16,4,"[{""day"": 7, ""milestone"": ""3_day_streak""}, {""day"": 13, ""milestone"": ""3_day_streak""}, {""day"": 13, ""milestone"": ""10th_session""}, {""day"": 25, ""milestone"": ""3_day_streak""}]",0,1
561,at_risk_user,54,hiit,2024-06-20,3,3,4.12,12.36,2,0,2,0,[],1,0
562,casual_user,43,mixed,2024-04-17,6,5,9.75,58.49,2,6,2,0,[],0,0
563,at_risk_user,49,yoga,2024-06-15,2,1,3.34,6.68,1,0,0,0,[],1,0
564,at_risk_user,49,rehabilitation,2024-01-04,3,3,4.36,13.07,1,1,2,0,[],1,0
565,casual_user,36,yoga,2024-06-03,8,7,8.76,70.1,2,3,5,0,[],0,0
566,power_user,36,mixed,2024-04-18,17,14,35.62,605.58,5,14,16,2,"[{""day"": 6, ""milestone"": ""3_day_streak""}, {""day"": 10, ""milestone"": ""10th_session""}]",0,1
567,casual_user,36,cardio,2024-01-16,8,7,9.16,73.28,3,1,2,1,"[{""day"": 19, ""milestone"": ""3_day_streak""}]",0,0
568,casual_user,59,strength,2024-02-24,3,3,11.31,33.92,1,0,1,0,[],0,0
569,at_risk_user,65,yoga,2024-05-27,2,1,5.02,10.04,1,0,0,0,[],1,0
570,consistent_user,64,cardio,2024-05-15,13,13,21.91,284.77,3,7,10,2,"[{""day"": 8, ""milestone"": ""3_day_streak""}, {""day"": 19, ""milestone"": ""10th_session""}]",0,1
571,at_risk_user,63,mixed,2024-06-04,3,3,5.07,15.21,2,0,2,0,[],1,0
572,at_risk_user,25,hiit,2024-02-27,6,5,4.62,27.72,1,0,2,0,[],0,0
573,consistent_user,32,yoga,2024-01-04,14,10,22.58,316.07,3,13,13,2,"[{""day"": 23, ""milestone"": ""10th_session""}, {""day"": 25, ""milestone"": ""3_day_streak""}]",0,1
574,power_user,24,hiit,2024-05-02,22,19,35.47,780.37,7,16,22,5,"[{""day"": 3, ""milestone"": ""3_day_streak""}, {""day"": 8, ""milestone"": ""3_day_streak""}, {""day"": 11, ""milestone"": ""10th_session""}, {""day"": 12, ""milestone"": ""7_day_streak""}, {""day"": 25, ""milestone"": ""3_day_streak""}]",0,1
575,power_user,60,mixed,2024-03-19,21,17,35.57,746.9,3,18,21,3,"[{""day"": 6, ""milestone"": ""3_day_streak""}, {""day"": 12, ""milestone"": ""3_day_streak""}, {""day"": 22, ""milestone"": ""3_day_streak""}]",0,1
576,at_risk_user,56,hiit,2024-01-15,1,1,4.52,4.52,1,0,0,0,[],0,0
577,consistent_user,22,yoga,2024-01-26,15,13,21.75,326.28,3,6,11,2,"[{""day"": 13, ""milestone"": ""3_day_streak""}, {""day"": 17, ""milestone"": ""10th_session""}]",0,1
578,at_risk_user,48,cardio,2024-02-15,3,3,5.1,15.31,1,0,1,0,[],1,0
579,casual_user,35,cardio,2024-06-01,6,6,9.91,59.46,1,2,4,0,[],0,0
580,power_user,20,rehabilitation,2024-05-02,21,16,36.39,764.28,4,18,17,2,"[{""day"": 4, ""milestone"": ""3_day_streak""}, {""day"": 19, ""milestone"": ""3_day_streak""}]",0,1
581,consistent_user,29,hiit,2024-06-17,8,8,21.5,171.96,3,6,4,1,"[{""day"": 30, ""milestone"": ""3_day_streak""}]",0,1
582,casual_user,48,hiit,2024-05-15,8,7,10.06,80.5,2,1,6,0,[],0,0
583,consistent_user,55,yoga,2024-01-12,9,8,24.68,222.1,2,8,5,0,[],0,1
584,casual_user,30,cardio,2024-04-06,8,8,10.92,87.4,2,1,3,0,[],0,0
585,at_risk_user,59,rehabilitation,2024-06-28,2,2,6.05,12.11,1,0,1,0,[],1,0
586,power_user,52,yoga,2024-06-26,20,14,34.41,688.24,4,13,17,2,"[{""day"": 12, ""milestone"": ""10th_session""}, {""day"": 13, ""milestone"": ""3_day_streak""}]",0,1
587,consistent_user,20,rehabilitation,2024-06-15,5,4,22.41,112.04,2,3,4,0,[],1,0
588,consistent_user,26,cardio,2024-06-22,18,13,23.32,419.7,3,11,13,3,"[{""day"": 10, ""milestone"": ""3_day_streak""}, {""day"": 17, ""milestone"": ""10th_session""}, {""day"": 19, ""milestone"": ""3_day_streak""}]",0,1
589,power_user,37,strength,2024-02-04,25,21,35.5,887.61,5,22,25,5,"[{""day"": 5, ""milestone"": ""3_day_streak""}, {""day"": 9, ""milestone"": ""3_day_streak""}, {""day"": 12, ""milestone"": ""10th_session""}, {""day"": 17, ""milestone"": ""3_day_streak""}, {""day"": 28, ""milestone"": ""3_day_streak""}]",0,1
590,casual_user,49,hiit,2024-02-04,6,6,12.59,75.57,1,1,2,0,[],0,0
591,at_risk_user,19,strength,2024-06-17,4,4,3.87,15.48,1,1,1,0,[],1,0
592,consistent_user,58,cardio,2024-02-16,7,5,22.28,155.93,1,1,6,0,[],1,0
593,at_risk_user,65,mixed,2024-04-12,1,1,3.0,3.0,1,0,1,0,[],1,0
594,at_risk_user,49,hiit,2024-03-25,3,3,6.26,18.77,1,0,1,0,[],0,0
595,casual_user,35,strength,2024-03-05,6,6,9.81,58.89,2,3,3,0,[],0,0
596,consistent_user,26,strength,2024-05-16,9,8,19.06,171.55,3,5,7,1,"[{""day"": 10, ""milestone"": ""3_day_streak""}]",0,1
597,at_risk_user,42,yoga,2024-04-17,0,0,0.0,0.0,0,0,0,0,[],1,0
598,casual_user,50,cardio,2024-02-08,4,3,10.97,43.88,2,1,2,0,[],1,0
599,at_risk_user,59,strength,2024-03-19,2,2,3.96,7.91,2,0,1,0,[],1,0
600,power_user,47,rehabilitation,2024-01-25,24,21,33.29,799.07,5,17,23,4,"[{""day"": 11, ""milestone"": ""3_day_streak""}, {""day"": 11, ""milestone"": ""10th_session""}, {""day"": 17, ""milestone"": ""3_day_streak""}, {""day"": 22, ""milestone"": ""3_day_streak""}]",0,1
601,casual_user,22,cardio,2024-05-29,8,7,11.13,89.07,4,2,5,1,"[{""day"": 12, ""milestone"": ""3_day_streak""}]",0,0
602,at_risk_user,60,mixed,2024-01-10,0,0,0.0,0.0,0,0,0,0,[],1,0
603,at_risk_user,49,cardio,2024-02-23,1,1,7.9,7.9,1,1,1,0,[],1,0
604,casual_user,38,mixed,2024-02-05,8,8,10.59,84.68,2,3,3,0,[],0,0
605,consistent_user,30,mixed,2024-06-12,20,16,22.81,456.27,4,16,17,4,"[{""day"": 6, ""milestone"": ""3_day_streak""}, {""day"": 15, ""milestone"": ""3_day_streak""}, {""day"": 15, ""milestone"": ""10th_session""}, {""day"": 29, ""milestone"": ""3_day_streak""}]",0,1
606,casual_user,61,rehabilitation,2024-04-02,10,9,10.09,100.88,2,4,0,1,"[{""day"": 30, ""milestone"": ""10th_session""}]",0,0
607,at_risk_user,64,mixed,2024-03-13,1,1,6.99,6.99,1,0,1,0,[],1,0
608,casual_user,20,mixed,2024-04-15,6,6,8.15,48.87,2,4,2,0,[],1,0
609,casual_user,40,hiit,2024-06-15,8,6,9.18,73.46,2,1,5,0,[],0,0
610,consistent_user,39,strength,2024-05-13,13,10,24.24,315.18,2,10,11,1,"[{""day"": 21, ""milestone"": ""10th_session""}]",0,1
611,casual_user,41,hiit,2024-03-22,7,6,9.74,68.19,2,0,6,0,[],0,0
612,consistent_user,46,hiit,2024-03-19,18,13,23.85,429.25,2,5,13,1,"[{""day"": 18, ""milestone"": ""10th_session""}]",0,1
613,consistent_user,45,strength,2024-01-27,10,8,22.86,228.63,2,2,8,1,"[{""day"": 23, ""milestone"": ""10th_session""}]",0,1
614,casual_user,62,cardio,2024-05-01,10,9,8.82,88.24,2,4,5,1,"[{""day"": 29, ""milestone"": ""10th_session""}]",0,0
615,consistent_user,50,rehabilitation,2024-01-20,11,10,24.22,266.41,4,4,8,2,"[{""day"": 28, ""milestone"": ""3_day_streak""}, {""day"": 28, ""milestone"": ""10th_session""}]",0,1
616,at_risk_user,26,hiit,2024-02-26,3,3,5.29,15.88,1,0,2,0,[],1,0
617,consistent_user,55,mixed,2024-06-07,12,10,20.86,250.34,3,10,11,1,"[{""day"": 6, ""milestone"": ""3_day_streak""}]",0,1
618,power_user,19,rehabilitation,2024-04-13,16,15,34.91,558.61,3,11,16,3,"[{""day"": 3, ""milestone"": ""3_day_streak""}, {""day"": 8, ""milestone"": ""3_day_streak""}, {""day"": 18, ""milestone"": ""10th_session""}]",0,1
619,consistent_user,35,mixed,2024-04-09,13,10,23.14,300.76,2,4,11,1,"[{""day"": 19, ""milestone"": ""10th_session""}]",0,1
620,consistent_user,24,cardio,2024-04-30,13,10,22.52,292.74,2,9,10,0,[],0,1
621,consistent_user,51,hiit,2024-06-11,8,7,21.99,175.89,1,4,7,0,[],0,1
622,at_risk_user,49,cardio,2024-06-15,1,1,3.68,3.68,1,1,1,0,[],1,0
623,casual_user,60,yoga,2024-01-14,5,5,9.93,49.66,1,2,4,0,[],0,0
624,consistent_user,32,mixed,2024-03-10,14,12,22.07,309.04,3,8,12,2,"[{""day"": 21, ""milestone"": ""10th_session""}, {""day"": 22, ""milestone"": ""3_day_streak""}]",0,1
625,consistent_user,52,rehabilitation,2024-02-10,13,12,23.12,300.6,3,10,12,3,"[{""day"": 25, ""milestone"": ""3_day_streak""}, {""day"": 25, ""milestone"": ""10th_session""}, {""day"": 30, ""milestone"": ""3_day_streak""}]",0,1
626,consistent_user,65,hiit,2024-05-06,7,7,22.09,154.6,1,5,6,0,[],0,1
627,casual_user,46,mixed,2024-04-26,7,7,9.08,63.58,4,1,6,1,"[{""day"": 14, ""milestone"": ""3_day_streak""}]",1,0
628,at_risk_user,58,rehabilitation,2024-05-21,5,4,5.36,26.79,3,1,0,1,"[{""day"": 7, ""milestone"": ""3_day_streak""}]",1,0
629,at_risk_user,32,rehabilitation,2024-05-03,5,3,5.11,25.55,2,0,1,0,[],0,0
630,casual_user,59,mixed,2024-04-02,7,6,9.52,66.62,2,2,2,0,[],0,0
631,power_user,51,hiit,2024-05-15,10,10,34.61,346.08,3,9,10,2,"[{""day"": 11, ""milestone"": ""3_day_streak""}, {""day"": 25, ""milestone"": ""10th_session""}]",0,1
632,consistent_user,47,mixed,2024-04-17,7,7,20.76,145.3,4,2,5,1,"[{""day"": 9, ""milestone"": ""3_day_streak""}]",0,1
633,at_risk_user,38,mixed,2024-03-01,0,0,0.0,0.0,0,0,0,0,[],1,0
634,at_risk_user,20,strength,2024-02-15,2,2,5.33,10.66,2,1,1,0,[],1,0
635,casual_user,21,mixed,2024-03-30,5,3,8.37,41.83,2,3,3,0,[],1,0
636,casual_user,20,strength,2024-03-10,10,8,10.91,109.12,2,4,1,1,"[{""day"": 28, ""milestone"": ""10th_session""}]",0,0
637,casual_user,25,cardio,2024-06-26,6,6,12.92,77.52,1,4,3,0,[],0,0
638,consistent_user,46,cardio,2024-05-16,6,5,21.62,129.7,1,3,3,0,[],0,1
639,consistent_user,44,mixed,2024-02-05,9,7,21.36,192.2,3,4,3,1,"[{""day"": 6, ""milestone"": ""3_day_streak""}]",0,1
640,power_user,43,rehabilitation,2024-05-13,26,19,35.85,931.99,5,20,24,3,"[{""day"": 9, ""milestone"": ""3_day_streak""}, {""day"": 22, ""milestone"": ""3_day_streak""}, {""day"": 28, ""milestone"": ""3_day_streak""}]",0,1
641,consistent_user,38,rehabilitation,2024-02-13,12,11,21.68,260.16,3,6,11,2,"[{""day"": 21, ""milestone"": ""3_day_streak""}, {""day"": 23, ""milestone"": ""10th_session""}]",0,1
642,consistent_user,28,yoga,2024-02-04,14,11,22.09,309.27,2,4,5,0,[],0,1
643,at_risk_user,29,mixed,2024-05-04,1,1,5.48,5.48,1,0,0,0,[],1,0
644,consistent_user,28,mixed,2024-02-12,10,10,23.25,232.49,2,7,8,1,"[{""day"": 28, ""milestone"": ""10th_session""}]",0,1
645,consistent_user,48,cardio,2024-02-17,15,12,21.4,321.01,2,5,10,1,"[{""day"": 15, ""milestone"": ""10th_session""}]",0,1
646,at_risk_user,63,yoga,2024-02-08,0,0,0.0,0.0,0,0,0,0,[],1,0
647,consistent_user,22,strength,2024-03-12,14,12,21.98,307.77,5,11,12,1,"[{""day"": 12, ""milestone"": ""3_day_streak""}]",0,1
