user_id,event_date,day_of_onboarding,session_duration_min,features_used,n_features_used,workout_logged,goal_set,streak_day,social_action,coach_interaction
208,2024-03-19,11,4.76,"[""social_share""]",1,0,0,1,1,0
209,2024-04-15,3,29.41,"[""community_post"", ""nutrition_tracked"", ""social_share"", ""coach_messaged"", ""progress_photo""]",5,0,0,1,1,1
209,2024-04-16,4,20.39,"[""social_share"", ""video_watched"", ""goal_set"", ""progress_photo"", ""workout_logged"", ""community_post"", ""nutrition_tracked"", ""streak_maintained""]",8,1,1,2,1,0
209,2024-04-18,6,16.34,"[""progress_photo"", ""coach_messaged"", ""community_post"", ""video_watched""]",4,0,0,1,1,1
209,2024-04-19,7,17.37,"[""challenge_joined"", ""social_share"", ""nutrition_tracked"", ""community_post"", ""plan_customized"", ""video_watched""]",6,0,0,2,1,0
209,2024-04-20,8,27.69,"[""plan_customized"", ""video_watched"", ""milestone_reached"", ""community_post"", ""social_share""]",5,0,0,3,1,0
209,2024-04-22,10,25.43,"[""challenge_joined"", ""workout_logged"", ""social_share"", ""goal_set"", ""streak_maintained"", ""video_watched"", ""nutrition_tracked""]",7,1,1,1,1,0
209,2024-04-25,13,21.8,"[""nutrition_tracked"", ""goal_set"", ""milestone_reached"", ""community_post""]",4,0,1,1,1,0
209,2024-04-25,13,19.4,"[""nutrition_tracked"", ""goal_set"", ""milestone_reached"", ""community_post""]",4,0,1,1,1,0
209,2024-04-29,17,16.0,"[""nutrition_tracked"", ""streak_maintained"", ""social_share"", ""coach_messaged"", ""community_post"", ""goal_set"", ""progress_photo""]",7,0,1,1,1,1
209,2024-05-03,21,19.32,"[""plan_customized"", ""workout_logged"", ""community_post"", ""streak_maintained""]",4,1,0,1,1,0
209,2024-05-04,22,16.16,"[""coach_messaged"", ""streak_maintained"", ""social_share"", ""workout_logged"", ""plan_customized"", ""nutrition_tracked"", ""challenge_joined""]",7,1,0,2,1,1
209,2024-05-10,28,26.69,"[""nutrition_tracked"", ""streak_maintained"", ""milestone_reached"", ""goal_set""]",4,0,1,1,0,0
209,2024-05-11,29,27.83,"[""challenge_joined"", ""streak_maintained"", ""video_watched"", ""milestone_reached"", ""plan_customized"", ""goal_set"", ""workout_logged"", ""progress_photo""]",8,1,1,2,0,0
209,2024-05-12,30,17.02,"[""milestone_reached"", ""workout_logged"", ""community_post"", ""plan_customized"", ""video_watched"", ""social_share""]",6,1,0,3,1,0
210,2024-01-14,2,9.55,"[""plan_customized"", ""nutrition_tracked"", ""progress_photo"", ""social_share""]",4,0,0,1,1,0
210,2024-01-19,7,6.62,"[""community_post"", ""social_share""]",2,0,0,1,1,0
210,2024-01-25,13,6.36,"[""goal_set"", ""coach_messaged""]",2,0,1,1,0,1
210,2024-01-26,14,10.5,"[""progress_photo"", ""milestone_reached"", ""community_post"", ""coach_messaged""]",4,0,0,2,1,1
210,2024-01-31,19,12.52,"[""milestone_reached"", ""progress_photo"", ""community_post"", ""challenge_joined"", ""coach_messaged""]",5,0,0,1,1,1
210,2024-02-03,22,7.07,"[""streak_maintained"", ""milestone_reached"", ""progress_photo"", ""community_post"", ""workout_logged""]",5,1,0,1,1,0
211,2024-06-05,4,4.92,"[""workout_logged"", ""challenge_joined""]",2,1,0,1,0,0
211,2024-06-13,12,4.4,"[""nutrition_tracked"", ""progress_photo""]",2,0,0,1,0,0
211,2024-06-16,15,7.69,"[""social_share""]",1,0,0,1,1,0
212,2024-04-13,1,26.38,"[""nutrition_tracked"", ""challenge_joined"", ""workout_logged"", ""milestone_reached"", ""goal_set"", ""social_share""]",6,1,1,1,1,0
212,2024-04-19,7,19.95,"[""milestone_reached"", ""workout_logged"", ""community_post"", ""plan_customized"", ""goal_set"", ""progress_photo"", ""social_share""]",7,1,1,1,1,0
212,2024-04-30,18,16.4,"[""community_post"", ""video_watched"", ""nutrition_tracked"", ""streak_maintained"", ""milestone_reached"", ""coach_messaged"", ""goal_set""]",7,0,1,1,1,1
212,2024-05-03,21,29.3,"[""nutrition_tracked"", ""coach_messaged"", ""social_share"", ""workout_logged"", ""milestone_reached"", ""streak_maintained"", ""progress_photo""]",7,1,0,1,1,1
212,2024-05-03,21,17.92,"[""nutrition_tracked"", ""coach_messaged"", ""social_share"", ""workout_logged"", ""milestone_reached"", ""streak_maintained"", ""progress_photo""]",7,1,0,1,1,1
212,2024-05-06,24,17.45,"[""social_share"", ""coach_messaged"", ""streak_maintained"", ""video_watched"", ""nutrition_tracked"", ""goal_set"", ""workout_logged"", ""challenge_joined""]",8,1,1,1,1,1
212,2024-05-09,27,22.02,"[""nutrition_tracked"", ""progress_photo"", ""goal_set"", ""social_share""]",4,0,1,1,1,0
212,2024-05-09,27,29.72,"[""nutrition_tracked"", ""progress_photo"", ""goal_set"", ""social_share""]",4,0,1,1,1,0
213,2024-06-21,1,10.77,"[""plan_customized"", ""challenge_joined"", ""progress_photo"", ""nutrition_tracked""]",4,0,0,1,0,0
213,2024-06-22,2,6.56,"[""video_watched"", ""community_post"", ""challenge_joined"", ""milestone_reached""]",4,0,0,2,1,0
213,2024-06-25,5,9.34,"[""plan_customized"", ""social_share"", ""video_watched"", ""workout_logged""]",4,1,0,1,1,0
213,2024-06-26,6,14.73,"[""challenge_joined"", ""milestone_reached"", ""nutrition_tracked"", ""progress_photo""]",4,0,0,2,0,0
213,2024-07-03,13,13.24,"[""workout_logged"", ""plan_customized"", ""nutrition_tracked"", ""video_watched"", ""goal_set""]",5,1,1,1,0,0
213,2024-07-04,14,14.05,"[""social_share"", ""community_post"", ""progress_photo""]",3,0,0,2,1,0
213,2024-07-06,16,10.06,"[""community_post"", ""milestone_reached""]",2,0,0,1,1,0
213,2024-07-09,19,5.81,"[""community_post"", ""coach_messaged"", ""video_watched"", ""challenge_joined"", ""nutrition_tracked""]",5,0,0,1,1,1
213,2024-07-11,21,12.75,"[""plan_customized"", ""progress_photo"", ""goal_set""]",3,0,1,1,0,0
213,2024-07-11,21,14.26,"[""plan_customized"", ""progress_photo"", ""goal_set""]",3,0,1,1,0,0
213,2024-07-16,26,13.15,"[""coach_messaged"", ""community_post""]",2,0,0,1,1,1
213,2024-07-19,29,8.34,"[""coach_messaged"", ""progress_photo"", ""workout_logged""]",3,1,0,1,0,1
213,2024-07-20,30,13.79,"[""goal_set"", ""nutrition_tracked"", ""social_share"", ""progress_photo""]",4,0,1,2,1,0
215,2024-06-15,3,8.93,"[""community_post"", ""nutrition_tracked"", ""workout_logged""]",3,1,0,1,1,0
215,2024-06-20,8,8.59,"[""video_watched"", ""streak_maintained"", ""progress_photo"", ""plan_customized""]",4,0,0,1,0,0
215,2024-06-21,9,13.07,"[""nutrition_tracked"", ""video_watched"", ""coach_messaged"", ""plan_customized""]",4,0,0,2,0,1
215,2024-07-06,24,7.11,"[""nutrition_tracked"", ""video_watched"", ""challenge_joined""]",3,0,0,1,0,0
215,2024-07-07,25,10.88,"[""streak_maintained"", ""community_post"", ""workout_logged"", ""goal_set"", ""plan_customized""]",5,1,1,2,1,0
216,2024-02-01,2,27.45,"[""nutrition_tracked"", ""challenge_joined"", ""video_watched"", ""social_share"", ""progress_photo"", ""milestone_reached"", ""coach_messaged""]",7,0,0,1,1,1
216,2024-02-07,8,31.9,"[""video_watched"", ""community_post"", ""milestone_reached"", ""nutrition_tracked"", ""social_share"", ""progress_photo"", ""challenge_joined"", ""workout_logged"", ""streak_maintained"", ""plan_customized"", ""goal_set"", ""coach_messaged""]",12,1,1,1,1,1
216,2024-02-09,10,44.33,"[""workout_logged"", ""nutrition_tracked"", ""coach_messaged"", ""streak_maintained"", ""progress_photo"", ""social_share"", ""challenge_joined""]",7,1,0,1,1,1
216,2024-02-13,14,33.32,"[""challenge_joined"", ""progress_photo"", ""streak_maintained"", ""community_post"", ""coach_messaged"", ""milestone_reached"", ""plan_customized"", ""nutrition_tracked"", ""goal_set"", ""workout_logged"", ""video_watched"", ""social_share""]",12,1,1,1,1,1
216,2024-02-15,16,39.42,"[""challenge_joined"", ""streak_maintained"", ""workout_logged"", ""video_watched"", ""social_share"", ""nutrition_tracked"", ""coach_messaged"", ""progress_photo"", ""milestone_reached"", ""plan_customized""]",10,1,0,1,1,1
216,2024-02-18,19,29.03,"[""workout_logged"", ""community_post"", ""challenge_joined"", ""plan_customized"", ""milestone_reached"", ""streak_maintained"", ""video_watched"", ""progress_photo"", ""social_share"", ""coach_messaged""]",10,1,0,1,1,1
216,2024-02-20,21,43.53,"[""challenge_joined"", ""video_watched"", ""milestone_reached"", ""nutrition_tracked"", ""coach_messaged"", ""plan_customized"", ""progress_photo"", ""community_post""]",8,0,0,1,1,1
216,2024-02-22,23,30.69,"[""coach_messaged"", ""workout_logged"", ""progress_photo"", ""milestone_reached"", ""nutrition_tracked"", ""plan_customized"", ""social_share"", ""video_watched""]",8,1,0,1,1,1
216,2024-02-25,26,36.44,"[""coach_messaged"", ""plan_customized"", ""goal_set"", ""progress_photo"", ""community_post"", ""social_share"", ""nutrition_tracked""]",7,0,1,1,1,1
216,2024-02-26,27,32.9,"[""plan_customized"", ""social_share"", ""progress_photo"", ""nutrition_tracked"", ""milestone_reached"", ""challenge_joined"", ""workout_logged"", ""goal_set"", ""streak_maintained""]",9,1,1,2,1,0
216,2024-02-29,30,25.05,"[""milestone_reached"", ""social_share"", ""workout_logged"", ""video_watched"", ""progress_photo"", ""goal_set"", ""community_post""]",7,1,1,1,1,0
217,2024-01-18,6,7.21,"[""coach_messaged"", ""workout_logged"", ""milestone_reached""]",3,1,0,1,0,1
217,2024-01-18,6,6.4,"[""coach_messaged"", ""workout_logged"", ""milestone_reached""]",3,1,0,1,0,1
217,2024-01-22,10,5.2,"[""plan_customized"", ""social_share""]",2,0,0,1,1,0
217,2024-01-30,18,5.88,"[""coach_messaged"", ""goal_set"", ""challenge_joined""]",3,0,1,1,0,1
217,2024-02-02,21,6.39,"[""community_post""]",1,0,0,1,1,0
218,2024-01-25,1,13.73,"[""goal_set"", ""streak_maintained""]",2,0,1,1,0,0
218,2024-01-26,2,12.79,"[""social_share"", ""goal_set""]",2,0,1,2,1,0
218,2024-01-31,7,6.21,"[""streak_maintained"", ""goal_set"", ""progress_photo"", ""challenge_joined""]",4,0,1,1,0,0
218,2024-02-07,14,8.56,"[""milestone_reached"", ""goal_set"", ""progress_photo"", ""nutrition_tracked"", ""video_watched""]",5,0,1,1,0,0
218,2024-02-08,15,8.88,"[""challenge_joined"", ""streak_maintained""]",2,0,0,2,0,0
218,2024-02-16,23,14.11,"[""milestone_reached"", ""nutrition_tracked"", ""workout_logged""]",3,1,0,1,0,0
218,2024-02-17,24,6.46,"[""goal_set"", ""streak_maintained""]",2,0,1,2,0,0
218,2024-02-19,26,9.79,"[""milestone_reached"", ""community_post"", ""social_share""]",3,0,0,1,1,0
219,2024-06-18,9,24.56,"[""goal_set"", ""milestone_reached"", ""coach_messaged"", ""social_share"", ""streak_maintained"", ""community_post"", ""nutrition_tracked""]",7,0,1,1,1,1
219,2024-06-19,10,17.99,"[""community_post"", ""goal_set"", ""social_share"", ""progress_photo"", ""milestone_reached"", ""plan_customized"", ""streak_maintained"", ""challenge_joined""]",8,0,1,2,1,0
219,2024-06-21,12,23.56,"[""workout_logged"", ""progress_photo"", ""social_share"", ""community_post""]",4,1,0,1,1,0
219,2024-06-22,13,26.25,"[""video_watched"", ""challenge_joined"", ""community_post"", ""coach_messaged""]",4,0,0,2,1,1
219,2024-06-27,18,27.65,"[""challenge_joined"", ""progress_photo"", ""goal_set"", ""streak_maintained""]",4,0,1,1,0,0
219,2024-06-28,19,25.89,"[""milestone_reached"", ""community_post"", ""goal_set"", ""streak_maintained"", ""progress_photo"", ""social_share"", ""nutrition_tracked"", ""challenge_joined""]",8,0,1,2,1,0
219,2024-06-29,20,23.06,"[""goal_set"", ""plan_customized"", ""workout_logged"", ""challenge_joined"", ""social_share"", ""streak_maintained""]",6,1,1,3,1,0
219,2024-07-01,22,25.44,"[""nutrition_tracked"", ""workout_logged"", ""goal_set"", ""video_watched"", ""community_post"", ""challenge_joined"", ""plan_customized""]",7,1,1,1,1,0
219,2024-07-03,24,16.13,"[""streak_maintained"", ""nutrition_tracked"", ""challenge_joined"", ""coach_messaged"", ""goal_set"", ""video_watched"", ""community_post""]",7,0,1,1,1,1
219,2024-07-05,26,19.92,"[""community_post"", ""nutrition_tracked"", ""coach_messaged"", ""workout_logged"", ""milestone_reached"", ""streak_maintained""]",6,1,0,1,1,1
219,2024-07-06,27,20.44,"[""streak_maintained"", ""milestone_reached"", ""plan_customized"", ""goal_set""]",4,0,1,2,0,0
219,2024-07-09,30,17.74,"[""nutrition_tracked"", ""challenge_joined"", ""video_watched"", ""goal_set""]",4,0,1,1,0,0
220,2024-02-26,3,14.19,"[""goal_set"", ""coach_messaged"", ""workout_logged"", ""nutrition_tracked""]",4,1,1,1,0,1
220,2024-02-26,3,9.2,"[""goal_set"", ""coach_messaged"", ""workout_logged"", ""nutrition_tracked""]",4,1,1,1,0,1
220,2024-02-29,6,5.04,"[""goal_set"", ""community_post"", ""plan_customized""]",3,0,1,1,1,0
221,2024-05-08,3,14.11,"[""streak_maintained"", ""coach_messaged"", ""plan_customized"", ""video_watched""]",4,0,0,1,0,1
222,2024-05-28,2,32.57,"[""workout_logged"", ""coach_messaged"", ""goal_set"", ""challenge_joined"", ""social_share"", ""progress_photo"", ""plan_customized"", ""milestone_reached"", ""community_post"", ""nutrition_tracked"", ""streak_maintained"", ""video_watched""]",12,1,1,1,1,1
222,2024-06-02,7,34.8,"[""video_watched"", ""nutrition_tracked"", ""progress_photo"", ""social_share"", ""streak_maintained"", ""goal_set"", ""milestone_reached"", ""plan_customized"", ""coach_messaged"", ""community_post"", ""workout_logged""]",11,1,1,1,1,1
222,2024-06-07,12,39.97,"[""coach_messaged"", ""workout_logged"", ""nutrition_tracked"", ""video_watched"", ""community_post"", ""social_share"", ""goal_set"", ""milestone_reached"", ""plan_customized""]",9,1,1,1,1,1
222,2024-06-07,12,35.49,"[""coach_messaged"", ""workout_logged"", ""nutrition_tracked"", ""video_watched"", ""community_post"", ""social_share"", ""goal_set"", ""milestone_reached"", ""plan_customized""]",9,1,1,1,1,1
222,2024-06-11,16,40.38,"[""coach_messaged"", ""goal_set"", ""nutrition_tracked"", ""streak_maintained"", ""plan_customized"", ""milestone_reached"", ""video_watched"", ""social_share""]",8,0,1,1,1,1
222,2024-06-11,16,34.46,"[""coach_messaged"", ""goal_set"", ""nutrition_tracked"", ""streak_maintained"", ""plan_customized"", ""milestone_reached"", ""video_watched"", ""social_share""]",8,0,1,1,1,1
222,2024-06-12,17,41.79,"[""goal_set"", ""plan_customized"", ""progress_photo"", ""challenge_joined"", ""nutrition_tracked"", ""milestone_reached"", ""community_post"", ""social_share"", ""coach_messaged"", ""streak_maintained"", ""video_watched""]",11,0,1,2,1,1
222,2024-06-14,19,29.38,"[""nutrition_tracked"", ""streak_maintained"", ""progress_photo"", ""social_share"", ""plan_customized"", ""goal_set"", ""workout_logged"", ""coach_messaged"", ""milestone_reached"", ""community_post""]",10,1,1,1,1,1
222,2024-06-15,20,30.44,"[""milestone_reached"", ""video_watched"", ""streak_maintained"", ""goal_set"", ""nutrition_tracked"", ""challenge_joined"", ""plan_customized"", ""progress_photo"", ""coach_messaged"", ""social_share"", ""workout_logged""]",11,1,1,2,1,1
222,2024-06-16,21,37.55,"[""milestone_reached"", ""nutrition_tracked"", ""coach_messaged"", ""workout_logged"", ""goal_set"", ""video_watched"", ""community_post"", ""progress_photo"", ""streak_maintained"", ""plan_customized"", ""challenge_joined"", ""social_share""]",12,1,1,3,1,1
222,2024-06-19,24,27.17,"[""workout_logged"", ""streak_maintained"", ""community_post"", ""challenge_joined"", ""coach_messaged"", ""nutrition_tracked"", ""video_watched"", ""plan_customized"", ""social_share"", ""progress_photo"", ""milestone_reached""]",11,1,0,1,1,1
222,2024-06-21,26,26.92,"[""community_post"", ""coach_messaged"", ""nutrition_tracked"", ""plan_customized"", ""social_share"", ""challenge_joined"", ""progress_photo"", ""milestone_reached"", ""streak_maintained""]",9,0,0,1,1,1
222,2024-06-21,26,34.44,"[""community_post"", ""coach_messaged"", ""nutrition_tracked"", ""plan_customized"", ""social_share"", ""challenge_joined"", ""progress_photo"", ""milestone_reached"", ""streak_maintained""]",9,0,0,1,1,1
222,2024-06-23,28,31.67,"[""social_share"", ""challenge_joined"", ""workout_logged"", ""video_watched"", ""milestone_reached"", ""community_post"", ""goal_set"", ""nutrition_tracked""]",8,1,1,1,1,0
222,2024-06-23,28,29.55,"[""social_share"", ""challenge_joined"", ""workout_logged"", ""video_watched"", ""milestone_reached"", ""community_post"", ""goal_set"", ""nutrition_tracked""]",8,1,1,1,1,0
222,2024-06-25,30,27.05,"[""workout_logged"", ""goal_set"", ""video_watched"", ""streak_maintained"", ""social_share"", ""progress_photo"", ""community_post"", ""plan_customized"", ""coach_messaged"", ""nutrition_tracked"", ""challenge_joined""]",11,1,1,1,1,1
223,2024-05-20,1,28.77,"[""challenge_joined"", ""goal_set"", ""workout_logged"", ""nutrition_tracked"", ""plan_customized""]",5,1,1,1,0,0
223,2024-05-22,3,28.85,"[""goal_set"", ""nutrition_tracked"", ""plan_customized"", ""progress_photo"", ""social_share"", ""workout_logged"", ""streak_maintained""]",7,1,1,1,1,0
223,2024-05-28,9,23.12,"[""goal_set"", ""community_post"", ""nutrition_tracked"", ""milestone_reached"", ""social_share"", ""workout_logged"", ""progress_photo"", ""streak_maintained""]",8,1,1,1,1,0
223,2024-05-29,10,16.5,"[""progress_photo"", ""social_share"", ""coach_messaged"", ""challenge_joined""]",4,0,0,2,1,1
223,2024-06-01,13,29.02,"[""plan_customized"", ""social_share"", ""community_post"", ""nutrition_tracked"", ""workout_logged"", ""video_watched"", ""challenge_joined"", ""streak_maintained""]",8,1,0,1,1,0
223,2024-06-03,15,17.89,"[""milestone_reached"", ""streak_maintained"", ""workout_logged"", ""goal_set"", ""plan_customized"", ""challenge_joined"", ""video_watched""]",7,1,1,1,0,0
223,2024-06-04,16,17.96,"[""social_share"", ""workout_logged"", ""streak_maintained"", ""community_post"", ""milestone_reached""]",5,1,0,2,1,0
223,2024-06-11,23,16.77,"[""progress_photo"", ""workout_logged"", ""community_post"", ""social_share"", ""streak_maintained"", ""video_watched""]",6,1,0,1,1,0
224,2024-02-22,1,17.57,"[""streak_maintained"", ""progress_photo"", ""coach_messaged"", ""workout_logged""]",4,1,0,1,0,1
224,2024-02-25,4,16.27,"[""milestone_reached"", ""streak_maintained"", ""coach_messaged"", ""goal_set""]",4,0,1,1,0,1
224,2024-02-26,5,21.52,"[""social_share"", ""goal_set"", ""streak_maintained"", ""coach_messaged"", ""video_watched""]",5,0,1,2,1,1
224,2024-02-28,7,28.3,"[""nutrition_tracked"", ""milestone_reached"", ""video_watched"", ""plan_customized"", ""challenge_joined""]",5,0,0,1,0,0
224,2024-02-29,8,21.37,"[""plan_customized"", ""milestone_reached"", ""community_post"", ""social_share"", ""progress_photo""]",5,0,0,2,1,0
224,2024-03-03,11,21.09,"[""progress_photo"", ""nutrition_tracked"", ""challenge_joined"", ""video_watched"", ""social_share"", ""plan_customized"", ""workout_logged"", ""goal_set""]",8,1,1,1,1,0
224,2024-03-11,19,26.06,"[""milestone_reached"", ""progress_photo"", ""goal_set"", ""plan_customized"", ""streak_maintained"", ""workout_logged"", ""community_post""]",7,1,1,1,1,0
224,2024-03-13,21,23.09,"[""goal_set"", ""milestone_reached"", ""progress_photo"", ""coach_messaged"", ""streak_maintained"", ""workout_logged"", ""nutrition_tracked"", ""community_post""]",8,1,1,1,1,1
224,2024-03-14,22,18.62,"[""streak_maintained"", ""social_share"", ""workout_logged"", ""milestone_reached"", ""goal_set""]",5,1,1,2,1,0
224,2024-03-15,23,23.23,"[""goal_set"", ""challenge_joined"", ""milestone_reached"", ""plan_customized"", ""community_post"", ""streak_maintained"", ""coach_messaged"", ""video_watched""]",8,0,1,3,1,1
224,2024-03-18,26,27.04,"[""workout_logged"", ""coach_messaged"", ""progress_photo"", ""social_share"", ""streak_maintained""]",5,1,0,1,1,1
224,2024-03-19,27,24.37,"[""community_post"", ""video_watched"", ""goal_set"", ""milestone_reached"", ""streak_maintained""]",5,0,1,2,1,0
224,2024-03-21,29,26.07,"[""coach_messaged"", ""video_watched"", ""milestone_reached"", ""goal_set""]",4,0,1,1,0,1
224,2024-03-21,29,19.83,"[""coach_messaged"", ""video_watched"", ""milestone_reached"", ""goal_set""]",4,0,1,1,0,1
224,2024-03-22,30,26.48,"[""video_watched"", ""nutrition_tracked"", ""challenge_joined"", ""workout_logged"", ""milestone_reached""]",5,1,0,2,0,0
225,2024-01-08,2,6.65,"[""goal_set"", ""challenge_joined""]",2,0,1,1,0,0
225,2024-01-12,6,9.81,"[""goal_set"", ""social_share""]",2,0,1,1,1,0
225,2024-01-16,10,11.48,"[""progress_photo"", ""milestone_reached""]",2,0,0,1,0,0
225,2024-01-17,11,5.26,"[""video_watched"", ""plan_customized""]",2,0,0,2,0,0
225,2024-01-23,17,11.72,"[""challenge_joined"", ""community_post"", ""coach_messaged""]",3,0,0,1,1,1
225,2024-01-25,19,10.46,"[""nutrition_tracked"", ""community_post"", ""streak_maintained"", ""goal_set""]",4,0,1,1,1,0
225,2024-01-25,19,6.48,"[""nutrition_tracked"", ""community_post"", ""streak_maintained"", ""goal_set""]",4,0,1,1,1,0
226,2024-06-20,1,13.24,"[""streak_maintained"", ""community_post""]",2,0,0,1,1,0
226,2024-06-28,9,8.79,"[""milestone_reached"", ""plan_customized"", ""workout_logged"", ""challenge_joined""]",4,1,0,1,0,0
226,2024-06-28,9,5.4,"[""milestone_reached"", ""plan_customized"", ""workout_logged"", ""challenge_joined""]",4,1,0,1,0,0
226,2024-06-30,11,11.62,"[""progress_photo"", ""workout_logged"", ""video_watched"", ""plan_customized"", ""milestone_reached""]",5,1,0,1,0,0
226,2024-07-03,14,5.89,"[""coach_messaged"", ""challenge_joined"", ""video_watched""]",3,0,0,1,0,1
226,2024-07-06,17,10.63,"[""milestone_reached"", ""streak_maintained"", ""coach_messaged"", ""plan_customized""]",4,0,0,1,0,1
226,2024-07-06,17,7.36,"[""milestone_reached"", ""streak_maintained"", ""coach_messaged"", ""plan_customized""]",4,0,0,1,0,1
226,2024-07-08,19,14.91,"[""nutrition_tracked"", ""milestone_reached"", ""social_share""]",3,0,0,1,1,0
226,2024-07-15,26,13.22,"[""video_watched"", ""workout_logged"", ""challenge_joined"", ""nutrition_tracked""]",4,1,0,1,0,0
226,2024-07-16,27,5.53,"[""community_post"", ""workout_logged"", ""milestone_reached"", ""video_watched"", ""progress_photo""]",5,1,0,2,1,0
226,2024-07-18,29,13.56,"[""social_share"", ""coach_messaged"", ""plan_customized""]",3,0,0,1,1,1
227,2024-05-22,1,7.68,"[""streak_maintained"", ""goal_set"", ""workout_logged""]",3,1,1,1,0,0
227,2024-05-28,7,7.53,"[""goal_set"", ""coach_messaged""]",2,0,1,1,0,1
227,2024-06-03,13,12.39,"[""milestone_reached"", ""community_post""]",2,0,0,1,1,0
227,2024-06-06,16,14.48,"[""video_watched"", ""nutrition_tracked"", ""streak_maintained"", ""milestone_reached""]",4,0,0,1,0,0
227,2024-06-07,17,10.28,"[""social_share"", ""milestone_reached"", ""community_post"", ""coach_messaged"", ""plan_customized""]",5,0,0,2,1,1
227,2024-06-08,18,7.42,"[""coach_messaged"", ""nutrition_tracked""]",2,0,0,3,0,1
227,2024-06-10,20,11.19,"[""streak_maintained"", ""coach_messaged""]",2,0,0,1,0,1
227,2024-06-14,24,9.08,"[""community_post"", ""streak_maintained"", ""milestone_reached"", ""nutrition_tracked""]",4,0,0,1,1,0
228,2024-02-10,1,43.91,"[""community_post"", ""milestone_reached"", ""coach_messaged"", ""social_share"", ""goal_set"", ""streak_maintained"", ""plan_customized"", ""workout_logged"", ""video_watched"", ""nutrition_tracked"", ""progress_photo"", ""challenge_joined""]",12,1,1,1,1,1
228,2024-02-15,6,35.87,"[""coach_messaged"", ""streak_maintained"", ""challenge_joined"", ""plan_customized"", ""nutrition_tracked"", ""community_post"", ""workout_logged"", ""goal_set"", ""social_share"", ""milestone_reached"", ""progress_photo"", ""video_watched""]",12,1,1,1,1,1
228,2024-02-20,11,40.84,"[""nutrition_tracked"", ""social_share"", ""workout_logged"", ""goal_set"", ""progress_photo"", ""video_watched"", ""streak_maintained"", ""coach_messaged""]",8,1,1,1,1,1
228,2024-02-20,11,42.26,"[""nutrition_tracked"", ""social_share"", ""workout_logged"", ""goal_set"", ""progress_photo"", ""video_watched"", ""streak_maintained"", ""coach_messaged""]",8,1,1,1,1,1
228,2024-02-21,12,41.61,"[""plan_customized"", ""milestone_reached"", ""video_watched"", ""workout_logged"", ""social_share"", ""challenge_joined"", ""community_post"", ""streak_maintained"", ""goal_set"", ""nutrition_tracked"", ""coach_messaged""]",11,1,1,2,1,1
228,2024-02-21,12,30.51,"[""plan_customized"", ""milestone_reached"", ""video_watched"", ""workout_logged"", ""social_share"", ""challenge_joined"", ""community_post"", ""streak_maintained"", ""goal_set"", ""nutrition_tracked"", ""coach_messaged""]",11,1,1,2,1,1
228,2024-02-23,14,29.18,"[""streak_maintained"", ""progress_photo"", ""plan_customized"", ""workout_logged"", ""challenge_joined"", ""milestone_reached"", ""community_post"", ""coach_messaged"", ""video_watched"", ""nutrition_tracked"", ""social_share"", ""goal_set""]",12,1,1,1,1,1
228,2024-02-24,15,41.12,"[""social_share"", ""milestone_reached"", ""nutrition_tracked"", ""challenge_joined"", ""goal_set"", ""community_post"", ""video_watched"", ""progress_photo"", ""plan_customized""]",9,0,1,2,1,0
228,2024-03-01,21,35.89,"[""goal_set"", ""plan_customized"", ""progress_photo"", ""milestone_reached"", ""video_watched"", ""challenge_joined"", ""workout_logged""]",7,1,1,1,0,0
228,2024-03-04,24,44.99,"[""social_share"", ""community_post"", ""plan_customized"", ""goal_set"", ""video_watched"", ""progress_photo"", ""milestone_reached"", ""challenge_joined"", ""coach_messaged"", ""streak_maintained"", ""nutrition_tracked""]",11,0,1,1,1,1
228,2024-03-05,25,44.83,"[""coach_messaged"", ""workout_logged"", ""goal_set"", ""plan_customized"", ""progress_photo"", ""community_post"", ""streak_maintained""]",7,1,1,2,1,1
228,2024-03-07,27,29.17,"[""progress_photo"", ""milestone_reached"", ""coach_messaged"", ""video_watched"", ""workout_logged"", ""community_post"", ""goal_set""]",7,1,1,1,1,1
229,2024-01-09,3,6.13,"[""milestone_reached"", ""workout_logged"", ""social_share""]",3,1,0,1,1,0
229,2024-01-11,5,6.38,"[""community_post"", ""progress_photo"", ""nutrition_tracked""]",3,0,0,1,1,0
229,2024-01-11,5,6.94,"[""community_post"", ""progress_photo"", ""nutrition_tracked""]",3,0,0,1,1,0
229,2024-01-15,9,2.8,"[""plan_customized"", ""challenge_joined""]",2,0,0,1,0,0
229,2024-01-15,9,2.35,"[""plan_customized"", ""challenge_joined""]",2,0,0,1,0,0
229,2024-01-22,16,6.89,"[""streak_maintained""]",1,0,0,1,0,0
230,2024-02-16,18,8.61,"[""workout_logged"", ""milestone_reached"", ""social_share""]",3,1,0,1,1,0
230,2024-02-19,21,11.85,"[""plan_customized"", ""goal_set"", ""workout_logged"", ""coach_messaged"", ""streak_maintained""]",5,1,1,1,0,1
230,2024-02-20,22,6.0,"[""challenge_joined"", ""social_share""]",2,0,0,2,1,0
230,2024-02-20,22,6.76,"[""challenge_joined"", ""social_share""]",2,0,0,2,1,0
230,2024-02-20,22,7.19,"[""challenge_joined"", ""social_share""]",2,0,0,2,1,0
231,2024-03-28,1,24.66,"[""plan_customized"", ""goal_set"", ""progress_photo"", ""community_post"", ""coach_messaged"", ""milestone_reached"", ""nutrition_tracked""]",7,0,1,1,1,1
